"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=equidae"
"Access Time","Fri 2017-02-03 06:54:40 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","equidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.211"
"Records Found","5815"
"Records Returned","5815"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"487564","occ","","","48989","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13054"
"488500","occ","","","49087","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","13054"
"488509","occ","","","49087","Equus aff. hydruntinus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13054"
"488510","occ","","","49087","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13054"
"488525","occ","","","49089","Equus caballus","species","46259","","Equus caballus","species","46259","Middle Pleistocene","","0.781","0.126","13054"
"488536","occ","","","49091","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13054"
"488543","occ","12521","","49092","Equus cf. suessenbornensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13054"
"489180","occ","12529","","49197","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","10948"
"489217","occ","","","49211","Equus cf. suessenbornensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13792"
"489224","occ","","","49212","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13140"
"489307","occ","","","49240","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13150"
"489308","occ","","","49240","Equus stehlini","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13150"
"489340","occ","","","44089","Equus cf. livenzovensis","species","42996","species not entered","Equus","genus","42996","Villanyian","","3.2","2.588","13151"
"489364","occ","","","49254","Equus stenonis","species","42996","species not entered","Equus","genus","42996","MN 17","","2.588","1.806","13155"
"489579","occ","","","49307","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13167"
"489668","occ","","","49333","Hipparion sp.","genus","43000","","Hipparion","genus","43000","Ruscinian","","5.333","3.2","13151"
"489965","occ","","","49414","Equus stenonis","species","42996","species not entered","Equus","genus","42996","MN 17","","2.588","1.806","13151"
"490095","occ","","","49421","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","MN 7 + 8","","12.75","11.1","13210"
"492280","occ","","","32105","Equus stenonis","species","42996","species not entered","Equus","genus","42996","MN 17","","2.588","1.806","13340"
"493143","occ","","","49813","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493144","occ","","","49813","Equus altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493161","occ","","","49814","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493162","occ","","","49814","Equus altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13378"
"493216","occ","","","49816","Equus cf. altidens","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13380"
"493217","occ","","","49816","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13380"
"494050","occ","","","48884","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Burdigalian","","20.44","15.97","13413"
"494051","occ","","F","45493","Merychippus sp.","genus","43009","","Merychippus","genus","43009","Burdigalian","","20.44","15.97","13413"
"494603","occ","12789","","49989","Equus cf. bressanus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13425"
"494604","occ","","","49989","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13425"
"494710","occ","","","49999","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"494721","occ","","","50000","Equus sp.","genus","42996","","Equus","genus","42996","Early Pleistocene","","2.588","0.781","9643"
"495567","occ","","","34981","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13427"
"495759","occ","","","50049","Equus informal sp. 1","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"495760","occ","","","50049","Equus informal sp. 2","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"495907","occ","","","50056","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13430"
"495918","occ","","","50059","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","Late Pleistocene","0.781","0.0117","13430"
"496019","occ","24480","","50068","Equini indet.","tribe","65580","","Equini","tribe","65580","Zanclean","","5.333","3.6","35631"
"496040","occ","24479","","50069","Equini indet.","tribe","65580","","Equini","tribe","65580","Zanclean","","5.333","3.6","35631"
"496978","occ","","","50193","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","13430"
"497031","occ","","","50196","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497086","occ","","","50198","Equus robustus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497130","occ","","","50199","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497478","occ","","","50247","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497589","occ","","","50257","Equus suessenbornensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497590","occ","","","50257","Equus cf. germanicus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497663","occ","","","50258","Equus mosbachensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497694","occ","","","50259","Equus steinheimensis","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497723","occ","","","50260","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","9643"
"497785","occ","13051","","50274","Equus bressanus","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","8652"
"498806","occ","","","50466","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532"
"498807","occ","","","50466","Equus (Asinus) sp.","subgenus","162071","subjective synonym of","Equus","genus","42996","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532"
"498821","occ","","","50342","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13519"
"498837","occ","","","50342","Equus bressanus","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13519"
"501550","occ","","","50902","Hipparion sp.","genus","43000","","Hipparion","genus","43000","MN 13","MN 14","7.246","4.2","13592"
"501553","occ","","","50904","Hipparion sp.","genus","43000","","Hipparion","genus","43000","MN 13","MN 14","7.246","4.2","13592"
"501558","occ","","","50905","Hipparion sp.","genus","43000","","Hipparion","genus","43000","MN 13","MN 14","7.246","4.2","13592"
"501614","occ","","","50913","Hipparion cf. longipes","species","117160","","Hipparion longipes","species","117160","MN 14","","4.9","4.2","13592"
"501823","occ","","","50942","Hipparion sp.","genus","43000","","Hipparion","genus","43000","MN 15","","4.2","3.2","13592"
"501841","occ","","","50943","Hipparion sp.","genus","43000","","Hipparion","genus","43000","MN 15","MN 16","4.2","2.588","13592"
"502646","occ","","","51101","Hipparion sp.","genus","43000","","Hipparion","genus","43000","Pliocene","","5.333","2.588","13624"
"502647","occ","","","51101","Cormohipparion sp.","genus","45274","","Cormohipparion","genus","45274","Pliocene","","5.333","2.588","13624"
"502654","occ","","","51102","Equus sivalensis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","13624"
"502689","occ","","","51106","Equus sivalensis","species","42996","species not entered","Equus","genus","42996","Pliocene","","5.333","2.588","13626"
"502690","occ","","","51106","Equus sp.","genus","42996","","Equus","genus","42996","Pliocene","","5.333","2.588","13626"
"504049","occ","","","51187","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","13638"
"504059","occ","","","51188","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13638"
"504068","occ","","","51189","Hipparion cf. sitifense","species","133125","nomen dubium","Hipparion","genus","43000","Late Miocene","","11.608","5.333","13638"
"507088","occ","","","51471","Equus sanmeniensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","13687"
"508675","occ","","","51684","Equus cf. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","13759"
"510965","occ","","","51778","Equus caballus","species","46259","","Equus caballus","species","46259","Early Pleistocene","","2.588","0.781","13786"
"512320","occ","","","51817","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","13795"
"515466","occ","","","40514","Hipparion cf. forcei","species","46984","","Hipparion forcei","species","46984","Tortonian","","11.62","7.246","16892"
"515850","occ","19516","","52202","Hipparionini indet.","tribe","65579","","Hipparionini","tribe","65579","Tortonian","","11.62","7.246","19636"
"515859","occ","","","52210","Hipparion cf. forcei","species","46984","","Hipparion forcei","species","46984","Tortonian","","11.62","7.246","6029"
"515860","occ","","","52210","Pliohippus leardi","species","50540","recombined as","Dinohippus leardi","species","50540","Tortonian","","11.62","7.246","6029"
"515864","occ","","","52210","Equidae indet.","family","42984","","Equidae","family","42984","Tortonian","","11.62","7.246","6029"
"516016","occ","24478","","52218","Equini indet.","tribe","65580","","Equini","tribe","65580","Piacenzian","","3.6","2.588","35631"
"516136","occ","","","13451","Equus sp.","genus","42996","","Equus","genus","42996","Piacenzian","","3.6","2.588","6029"
"521791","occ","","","46277","Anchitherium sp.","genus","42987","","Anchitherium","genus","42987","MN 7 + 8","","12.75","11.1","14472"
"528170","occ","","","53926","Onohippidion saldiasi","species","67805","subjective synonym of, species not entered","Hippidion","genus","43001","Late Pliocene","","3.6","2.588","14540"
"528183","occ","","","53926","Onohippidion sp.","genus","67805","subjective synonym of","Hippidion","genus","43001","Late Pliocene","","3.6","2.588","14540"
"530218","occ","","","54136","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","Serravallian","Tortonian","13.82","7.246","14634"
"530219","occ","","","54136","Anchitherium sampelayoi ?","species","117262","recombined as","Sinohippus sampelayoi","species","117262","Serravallian","Tortonian","13.82","7.246","14634"
"530220","occ","","","54136","Hipparion primigenium","species","117151","recombined as","Hippotherium primigenium","species","124105","Serravallian","Tortonian","13.82","7.246","14634"
"541069","occ","","","56563","Hipparion cf. primigenium","species","117151","recombined as","Hippotherium primigenium","species","124105","Late Miocene","","11.608","5.333","15232"
"541070","occ","","","56563","Hipparion eldaricum","species","43000","species not entered","Hipparion","genus","43000","Late Miocene","","11.608","5.333","15232"
"541709","occ","","","56682","Equidae indet.","family","42984","","Equidae","family","42984","Rupelian","","33.9","28.1","15253"
"557242","occ","21940","","57700","Calippus cf. regulus","species","44778","","Calippus regulus","species","44778","Langhian","","15.97","13.82","30575"
"558974","occ","","","58089","Equus sp.","genus","42996","","Equus","genus","42996","Irvingtonian","","1.8","0.3","15601"
"562969","occ","","","58809","Equus cf. stenonis","species","42996","species not entered","Equus","genus","42996","Pliocene","Pleistocene","5.333","0.0117","16685"
"564796","occ","","","11601","Anchitherium sp.","genus","42987","","Anchitherium","genus","42987","Aquitanian","","23.03","20.44","4383"
"565622","occ","","","59150","Equus sp.","genus","42996","","Equus","genus","42996","Holocene","","0.0117","0","16894"
"570380","occ","","","59839","Hipparion cf. abudhabiense","species","43000","species not entered","Hipparion","genus","43000","Messinian","","7.246","5.333","17171"
"571980","occ","","","60036","Dinohippus mexicanus","species","45785","","Dinohippus mexicanus","species","50544","Late Hemphillian","","10.3","4.9","17249"
"571981","occ","","","18532","Dinohippus mexicanus","species","45785","","Dinohippus mexicanus","species","50544","Late Hemphillian","","10.3","4.9","16570"
"575612","occ","","","60534","Hipparion sp.","genus","43000","","Hipparion","genus","43000","MN 12","","7.75","7.246","17400"
"583590","occ","","","21695","Equus capensis","species","331457","","Equus capensis","species","331457","Pleistocene","","2.588","0.0117","17685"
"583591","occ","","","21695","Equus quagga","species","90653","","Equus quagga","species","90653","Pleistocene","","2.588","0.0117","17685"
"597493","occ","19321","","63337","Equus neogaeus","species","117317","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","17632"
"598096","occ","","","63335","Hippidion principale","species","83803","","Hippidion principale","species","83803","Middle Pleistocene","","0.781","0.126","17632"
"598318","occ","","","63424","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","18245"
"598376","occ","","","63429","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","Holocene","0.126","0","18245"
"600010","occ","","","63761","Onohippidium n. sp. bolivianum","species","84191","subjective synonym of","Hippidion devillei","species","264342","Pleistocene","","2.588","0.0117","18324"
"608902","occ","","","65170","Hipparion sp.","genus","43000","","Hipparion","genus","43000","Late Miocene","","11.608","5.333","18774"
"610359","occ","","","65405","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","18853"
"610846","occ","","","65469","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","18867"
"613890","occ","","","65991","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Pleistocene","","2.588","0.0117","18912"
"614658","occ","","","66063","Equus cf. occidentalis","species","46294","subjective synonym of","Equus (Dolichohippus) simplicidens","species","46308","Pleistocene","","2.588","0.0117","18912"
"623863","occ","19380","","67172","Hipparion sp.","genus","43000","","Hipparion","genus","43000","Late Miocene","","11.608","5.333","19162"
"627301","occ","","","67660","Equus hemionus","species","46275","recombined as","Equus (Hemionus) hemionus","species","46275","Middle Pleistocene","","0.781","0.126","19319"
"627302","occ","","","67660","Equus cf. ferus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","19319"
"627303","occ","","","67660","Equus hydruntinus","species","42996","species not entered","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","19319"
"627322","occ","","","67661","Hippotherium cf. primigenium","species","90214","","Hippotherium primigenium","species","124105","MN 10","","9.7","8.7","19320"
"627323","occ","","","67662","Hippotherium cf. primigenium","species","90214","","Hippotherium primigenium","species","124105","MN 10","","9.7","8.7","19320"
"632461","occ","","","68070","Equus sp.","genus","42996","","Equus","genus","42996","Middle Pleistocene","","0.781","0.126","19545"
"634726","occ","","","18735","""Merychippus"" cf. sejunctus","species","48207","","Merychippus sejunctus","species","51034","Early Barstovian","","15.97","13.6","19645"
"635633","occ","","","68380","Equus sanmeniensis","species","42996","species not entered","Equus","genus","42996","Early Pleistocene","","2.588","0.781","19685"
"636315","occ","","","68434","Pliolophus vulpiceps","species","307872","","Pliolophus vulpiceps","species","307872","Early Eocene","","55.8","48.6","19707"
"636316","occ","","","35537","Pliolophus vulpiceps","species","307872","","Pliolophus vulpiceps","species","307872","Ypresian","","56","47.8","19707"
"638365","occ","","","15454","Hyracotherium index","species","47316","recombined as","Minippus index","species","49440","Wasatchian","","55.8","50.3","19815"
"638366","occ","","","15454","Hyracotherium venticolum","species","47328","recombined as","Protorohippus venticolum","species","47328","Wasatchian","","55.8","50.3","19815"
"638368","occ","","","15454","Orohippus proteros","species","49425","","Orohippus proteros","species","49425","Wasatchian","","55.8","50.3","19815"
"640836","occ","","","69098","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","MN 4","","16.9","15.97","19926"
"641002","occ","","","69106","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","MN 4","","16.9","15.97","19926"
"641111","occ","","","69116","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","MN 4","","16.9","15.97","19926"
"643881","occ","","","56738","Anchitherium sp.","genus","42987","","Anchitherium","genus","42987","MN 6","","13.65","12.75","23346"
"643951","occ","","","69541","Equus stenonis","species","42996","species not entered","Equus","genus","42996","Gelasian","","2.588","1.806","23350"
"645417","occ","","","69717","Hippotherium primigenium","species","90214","","Hippotherium primigenium","species","124105","MN 9","","11.1","9.7","23390"
"645418","occ","","","69718","Hippotherium primigenium","species","90214","","Hippotherium primigenium","species","124105","MN 9","","11.1","9.7","23390"
"645426","occ","","","69719","""Hipparion"" sp.","genus","43000","","Hipparion","genus","43000","MN 9","","11.1","9.7","23390"
"645541","occ","","","69723","sensu lato Hipparion sp.","genus","43000","","Hipparion","genus","43000","Early Pleistocene","","2.588","0.781","23392"
"645542","occ","","","69723","Equus cf. tabeti","species","95587","","Equus tabeti","species","95587","Early Pleistocene","","2.588","0.781","23392"
"647027","occ","","","69920","Equus sp.","genus","42996","","Equus","genus","42996","Late Pliocene","Early Pleistocene","3.6","0.781","23469"
"647068","occ","","","69921","Parahippus sp.","genus","43016","","Parahippus","genus","43016","Monroecreekian","","26.3","24.8","19303"
"648276","occ","","","28043","Kalobatippus agatensis","species","47426","","Kalobatippus agatensis","species","47426","Harrisonian","","24.8","20.43","19303"
"648277","occ","","","28043","Archaeohippus sp.","genus","42988","","Archaeohippus","genus","42988","Harrisonian","","24.8","20.43","19303"
"648278","occ","","","28043","Parahippus sp.","genus","43016","","Parahippus","genus","43016","Harrisonian","","24.8","20.43","19303"
"648698","occ","","","70111","Equus simplicidens","species","46308","recombined as","Equus (Dolichohippus) simplicidens","species","46308","Blancan","","4.9","1.8","23536"
"648705","occ","","","70115","Equus sp.","genus","42996","","Equus","genus","42996","Blancan","","4.9","1.8","23536"
"648834","occ","","","70118","Equus conversidens","species","46262","","Equus conversidens","species","46262","Early Pleistocene","Middle Pleistocene","2.588","0.126","23537"
"648845","occ","19146","","70119","Hippotherium sp.","genus","43002","","Hippotherium","genus","43002","Clarendonian","Hemphillian","13.6","4.9","19636"
"648846","occ","","","70119","Hipparion tehonense","species","47014","","Hipparion tehonense","species","48969","Clarendonian","Hemphillian","13.6","4.9","23539"
"648847","occ","","","70119","Calippus martini","species","44774","","Calippus martini","species","44774","Clarendonian","Hemphillian","13.6","4.9","23539"
"650615","occ","","","70338","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","Early Miocene","","23.03","15.97","23602"
"650850","occ","","","70359","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","MN 4","","16.9","15.97","23602"
"650867","occ","","","70360","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","Early Miocene","","23.03","15.97","23602"
"650879","occ","","","70361","Anchitherium aurelianense","species","56992","","Anchitherium aurelianense","species","56992","Early Miocene","","23.03","15.97","23602"
"652854","occ","","","18559","Nannippus aztecus","species","48954","","Nannippus aztecus","species","48954","Hemphillian","","10.3","4.9","23650"
"654814","occ","","","70673","Equus insulatus","species","117395","recombined as","Equus (Amerhippus) insulatus","species","117395","Early Pleistocene","","2.588","0.781","19694"
"654815","occ","","","70673","Hippidion principale","species","83803","","Hippidion principale","species","83803","Early Pleistocene","","2.588","0.781","19694"
"654816","occ","","","70673","Hippidion bonaerensis","species","43001","species not entered","Hippidion","genus","43001","Early Pleistocene","","2.588","0.781","19694"
"654817","occ","","","70673","Onohippidium devillei","species","264342","recombined as","Hippidion devillei","species","264342","Early Pleistocene","","2.588","0.781","19694"
"654901","occ","","","70704","Equus curvidens","species","247768","","Equus curvidens","species","247768","Middle Pleistocene","","0.781","0.126","19694"
"654902","occ","","","70704","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Middle Pleistocene","","0.781","0.126","19694"
"655643","occ","","","70805","Anchitherium ezquerrae","species","42987","species not entered","Anchitherium","genus","42987","MN 4","MN 5","16.9","13.65","23741"
"656684","occ","","","70907","Hipparion sp.","genus","43000","","Hipparion","genus","43000","Pliocene","","5.333","2.588","23775"
"658908","occ","","","71055","Equus n. sp. yunnanensis","species","97607","","Equus yunnanensis","species","97607","Early Pleistocene","","2.588","0.781","23802"
"658978","occ","","","71060","Equus nalaikhaensis","species","97703","","Equus nalaikhaensis","species","97703","Early Pleistocene","","2.588","0.781","23807"
"658979","occ","","","71060","Equus informal sp. A","genus","42996","obsolete variant of","Equus","genus","42996","Early Pleistocene","","2.588","0.781","23807"
"658980","occ","","","71060","Equus informal sp. B","genus","42996","obsolete variant of","Equus","genus","42996","Early Pleistocene","","2.588","0.781","23807"
"659008","occ","","","71061","Hipparion crassum","species","117161","","Hipparion crassum","species","117161","MN 14","","4.9","4.2","23813"
"659293","occ","","","22160","Hipparion sp.","genus","43000","","Hipparion","genus","43000","Zanclean","","5.333","3.6","5357"
"659369","occ","","","22139","Equidae indet.","family","42984","","Equidae","family","42984","Tortonian","Zanclean","11.62","3.6","23832"
"659370","occ","","","22139","Eurygnathohippus turkanense","species","133127","","Eurygnathohippus turkanense","species","133126","Tortonian","Zanclean","11.62","3.6","23832"
"659371","occ","","","22139","Eurygnathohippus sp.","genus","133118","","Eurygnathohippus","genus","133118","Tortonian","Zanclean","11.62","3.6","23832"
"659449","occ","","","71105","Anchitherium gobiensis","species","42987","species not entered","Anchitherium","genus","42987","MN 6","","13.65","12.75","23812"
"661511","occ","","","71265","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23979"
"661520","occ","","","71266","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","Holocene","0.126","0","23979"
"661529","occ","","","71267","Equidae indet.","family","42984","","Equidae","family","42984","Late Pleistocene","","0.126","0.0117","24026"
"661535","occ","","","71268","Equidae indet.","family","42984","","Equidae","family","42984","Pleistocene","","2.588","0.0117","23919"
"661552","occ","","","71270","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23943"
"661553","occ","","","71271","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23901"
"661571","occ","","","71274","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Lujanian","","0.781","0.012","24014"
"661582","occ","","","71275","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24082"
"661588","occ","","","71276","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661598","occ","","","71277","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23923"
"661607","occ","30861","","71278","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","54381"
"661619","occ","","","71279","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","24011"
"661620","occ","","","71280","Hippidion ? sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23939"
"661632","occ","","","71283","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23881"
"661634","occ","","","71284","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23881"
"661635","occ","","","71284","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23881"
"661647","occ","","","71286","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","24012"
"661658","occ","","","71287","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","24012"
"661671","occ","","","71290","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","24007"
"661707","occ","","","71294","Equus conversidens","species","46262","","Equus conversidens","species","46262","Late Pleistocene","","0.126","0.0117","23961"
"661714","occ","","","71295","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Middle Pleistocene","","0.781","0.126","23924"
"661724","occ","","","71296","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","23908"
"661736","occ","","","71298","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661754","occ","","","71301","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Pleistocene","","2.588","0.0117","24084"
"661755","occ","","","71301","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661768","occ","","","71302","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Pleistocene","","2.588","0.0117","24084"
"661769","occ","","","71302","Equus sp.","genus","42996","","Equus","genus","42996","Pleistocene","","2.588","0.0117","24084"
"661817","occ","","","71303","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Lujanian","","0.781","0.012","24010"
"661834","occ","","","71304","Onohippidium sp.","genus","43014","subjective synonym of","Hippidion","genus","43001","Pleistocene","","2.588","0.0117","24008"
"661835","occ","","","71304","Hippidium chapalmalensis","species","47020","species not entered","Hippidion","genus","43001","Pleistocene","","2.588","0.0117","24008"
"661861","occ","","","71306","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24035"
"661867","occ","","","71307","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24035"
"661874","occ","","","71308","Equus sp.","genus","42996","","Equus","genus","42996","Late Pleistocene","","0.126","0.0117","24035"
"661893","occ","","","71312","Equidae indet.","family","42984","","Equidae","family","42984","Late Pleistocene","","0.126","0.0117","23972"
"661944","occ","","","71314","Equus sp.","genus","42996","","Equus","genus","42996","Lujanian","","0.781","0.012","23868"
"661973","occ","","","71316","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23892"
"661978","occ","","","71317","Equus crinidens","species","160979","misspelling of, recombined as","Equus (Plesippus) crenidens","species","46263","Pleistocene","","2.588","0.0117","24069"
"662008","occ","","","71322","Equus sp.","genus","42996","","Equus","genus","42996","Ensenadan","","1.2","0.781","23916"
"662009","occ","","","71322","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Ensenadan","","1.2","0.781","23916"
"662083","occ","","","71332","Hippidion bonaerensis","species","43001","species not entered","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23910"
"662084","occ","","","71332","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","23910"
"662099","occ","","","71334","Hippidion bonaerensis","species","43001","species not entered","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23910"
"662100","occ","","","71334","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","23910"
"662105","occ","","","71331","Equus neogeus","species","117318","subjective synonym of","Equus caballus","species","46259","Late Pleistocene","","0.126","0.0117","23910"
"662131","occ","","","71335","Hippidion bonaerensis","species","43001","species not entered","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","23910"
"662162","occ","","","71336","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","24013"
"662164","occ","","","71337","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","24013"
"662172","occ","","","71338","Hippidion sp.","genus","43001","","Hippidion","genus","43001","Late Pleistocene","","0.126","0.0117","24013"
